EID,Original_Sentence,Edited_Sentence
7302755800714af240f6da7bd8edbd055523f9e3489e1123aa3300023e4780d6,That could be possible,That is possible.
c98ffa1e9148126b6e44f8dc37c1e0fd8303f2a78a38e394e8fe04464b72eef2,When I go to the mall to buy clothes,I go to the mall to buy clothes.
2494aaa56f305a41e410fe0a8394c5d6b18951cc283c9d9e52405787f38488ea,It is one where fats are 75% of the diet,It is one where fats are 75% of the diet
ff9b2708839408b4a647781e4bad6483e704f6c9fa40fdae2f3c9a4cd3c6a340,That is absolutely amazing. That could be an inspiration to so many different people.,That is absolutely amazing. That is an inspiration to so many different people.
edf332838b11c9816511b677023187e14723889cc9ce7f7646bd40f55c8ad20f,You know that almost sounds like that could be a movie. There are so many people caught up with drugs today in the United States and around the world,You know that almost sounds like a movie. There are so many people caught up with drugs today in the United States and around the world.
1fc8df8cfd48ae5c209406beed1e5a1c0035b4b59d34e1c750b6183a428bb38f,I know right? We could have gotten so much worse in life.,I know right? We avoided getting so much worse in life.
f4d28fb1d081805a6c484a3ad6e66d21d2b07a2faf4d3e69ab9f38f71631e133,I am so angry my co- worker stole from me yesterday. How could they do this to me...,I am so angry my co- worker stole from me yesterday. How did they do this to me?
0e49e8001a960770d6b83b7cbe5019653c48ea55296263fa3fc4dddeb6aa2733,Are you guys close? You should visit him sometime?,Are you guys close? Visit him sometime.
d70b977daa201c2dc1c7e71c8d27a9aa6e71a64b1623ff0244d44e56bff5d83f,I walked out of a store without paying for an item and could not be bothered to go back in to return it.,I walked out of a store without paying for an item and did not bother to go back in to return it.
dde7c396b3ccece302118d94ea2f4491a9535c7e71bfd084f1d4e1fec206a5a1,Yeah,Yeah
0c09a3a4f2b35146b6999bf88189ceee06b1fcc066ce98b15a7f0f23f6caad6f,That must be very exciting! I hope to get a new vehicle soon as well.,That is very exciting! I want to get a new vehicle soon as well.
4582bec55b67ffe8cfb471d7cbeb7d48dba610884753931e3f92e13f2d9ed2a8,Well,Well
df8cac6a531134a0fed09c9a0e1f93a6a86e4c025c8569416025ec3a755538f3,You should have talked to your mom.,You did not talk to your mom.
b961883c28a4f4454e155ee9f6d89e5dbb073a6197ec3aedef6a59d05c61626f,I definitely was! I felt so shame that I could not look anyone in the eyes for the rest of the day.,I was! I felt so ashamed that I was unable to look anyone in the eyes for the rest of the day.
d46f1506a81c3a354f12425c1dce7af196c6c437a54be1f61e0b5490c33e5940,Oh dear,Oh dear
8a132bd3044215621186020017c02a264e660cdf96cf253f55d34a731b50bae2,At least you did not get into an accident. I guess it could have been a lot worse.,At least you did not get into an accident. The situation was much less severe.
dce39a4f4f0493bb5b9f04c403bc1627605e4a36bab4175222378bcb5b338dde,Wow! That is amazing. It must be so awesome that they have each other to hang out and have fun with.,Wow! That is amazing. It is so awesome that they have each other to hang out and have fun with.
11a0f123eeddbb3b01498b2ae7d927efcd7ee9c8bed855d52a67e9bfd6089b65,I baked a batch of cookies for my kid 's birthday party. The only problem was I could not resist eating a few before the party. They were so good.,I baked a batch of cookies for my kid's birthday party. The only problem was I ate a few before the party. They were so good.
f6089fed84d5a9e5e7a0f719524699a1194783c8f2f862c0520525ee2f871799,Wow,Wow
bf183e068fc8f988ea536b3bee74ad51101cf0df5262d10864e6e69e910fe575,I waited for two weeks for my final grades. It seemed to take forever to get them. I could not stand it.,I waited for two weeks for my final grades. It took forever to get them. I found it unbearable.
5e8370379a7dd4ebb6a2b7464f95b904e2de3be30d265bf7025a830816941d6e,I opened up my fridge the other day and could not believe my eyes when it was completely empty. Turns out I was the victim of an April Fool 's prank by my kids! They got me good!,I opened up my fridge the other day and did not believe my eyes when it was completely empty. Turns out I was the victim of an April Fool 's prank by my kids! They got me good!
143007c3eec283ab0d7da99d0d3c2870e880462ba32792e9f679e5ca1de2a9ba,please do not laugh,Do not laugh.
23c2137200bacf7975c6f024ba29281dbbf2734dd04a588149d1ea01d910c885,Yea,Yea
abe1dc9a93b4463c0f13a5e96245b09e9e0070ab9b8e9143991952b7ced2210c,Yeah you should be really greatful!,"Yeah, you are really grateful!"
6b4f5cdf48876381cec5d69f2d16d228406abcb128f2c45f25531acb3d113333,The way he was was pitching last night,The way he was pitching last night.
718883d4f4822f1204d7df4a26156065fa74206c64e5d95074a67e509c23b02a,What is interesting is that I was certain he had caught me,What is interesting is that I believed he had caught me.
ec5269f3f828b906a3dade2a0b2cfb4e53191516bec72a8f6462f8b7ded8ac52,I agree. It must be hard to get any sleep. I feel bad for any animals in the area too!,I agree. It is hard to get any sleep. I feel bad for any animals in the area too!
3498556dafef940bb4b91e8b7534e7993c372f07120253c38f53731bc73422ea,That is impressive. He must have been prepared well for the switch.,That is impressive. He was well prepared for the switch.
86a4f5eb63f284f8a904e898fd02d71d95c3fe345d820072fd1f14566caec67f,This may be bad but I am so happy my kids are going back to school. I love being home with the quietness during the day.,This is bad but I am so happy my kids are going back to school. I love being home with the quietness during the day.
18b671b05b6c75d0aff81f712f9a3602ad59daa9867e658a16bf30fa236670c1,you should probably ask to go to couples counseling.. it works if you all are both trying to save your marriage,Ask to go to couples counseling. It works when you both try to save your marriage.
f45a487a289efcc8eeec7f4b0fe0556b38396338b01fb50267b1e9d906df716c,that is great,That is great.
385ea1418dd1550e6d7b0743dc4dd52b7ceef5b9d7559e2c264f18f195a7abfc,You only have one mother,You only have one mother
5fbe0a4395aba60d8546fb7533277af3c6c1d8b9315d1675f325ae90b090e5de,I am too scared to go to the Halloween party. I might freak out at some of the costumes.,I am too scared to go to the Halloween party. There is a risk of my freaking out at some of the costumes.
fdd83c1bf80b05457d0fe603d3d766ae574964b69b7bf0e41d0558981fe57f90,That is bad. You should had planned your vacation together.,That is bad. You didn't plan your vacation together.
b69ed1b1cde4a98358f350cd40a3997f9ee971dc16a0568ba17df560db6c3860,Yeah but I feel like I should tell the owner,Yeah but I will tell the owner
555bf96d590c546aebe177a8e368583c9a7378553a030ef8a87d31db4e771420,That is wonderful,That is wonderful
cb2fc4f291e804ff613c5cb679cb37a9e86dc3f959754864678a29c620cbaa14,It should be about a 20- 25% increase.,It is about a 20-25% increase.
ac33bd67b0efa2cb4120e7dfa9e1ea50c87a8f8e6bf94355c963f6b468380e8e,Congrats. You must be very proud of her.,Congrats. You are very proud of her.
8015f241678321a7d1a9864b47110ec3afec7405643aea38d0552cceacbe0350,That is great! Congratulations and well done. He must practice long and hard to get to that stage in the game.,That is great! Congratulations and well done. He practiced long and hard to get to that stage in the game.
b68588fa5e1858adb9415254d70c203e02eef37a3f32d24dad1d8d2457f7edfd,Haha! That is hilarious from my perspective,Haha! That is hilarious.
a84d2adefa5993d5c07eadf206253647a6407db40e0abc976191638b35be93c0,i agree 100%,I agree 100%.
fd076df1fb221ce133211740b831506746ae19c28069089cd72c0bde2a9d08ef,that is rude of them,That is rude of them.
4dcdf09e2435523245ade72b845e30d590279e00a82d4a62cd18eabad8d2307b,i have 4 outstanding kids returning to my team,I have 4 outstanding kids returning to my team.
ff479333b3bb4b02b12ca27f0e95ae8fa6794e2c1b157f7cf54a7ce81551f6d5,You should not be jealous. There is no need for that,Do not be jealous. That is unnecessary.
ded288d30ca6f9b54952ba1572cd08b35d16e0a1262f5647a1b1e2ae58e989d9,Not yet. I think she should say something first.,Not yet. She needs to say something first.
d11004c0576ffd76d9ee1af48fd13290444a8c754a57e12c8927635a9c1d9cc1,You should find the local cafe or something,Find the local cafe or something
f1a44fc44c1823c4dc4dcf49e7dc51577d5a7518fd9984b02126e2ca2307fac1,LOL! I love it! What a cute name. I might use that in the future.,LOL! I love it! What a cute name. I will use that in the future.
a898b9bc715db607c3410f9297aff7ddd5fd0720a9544ed23cc4eb7acbc3e81e,My favorite band,My favorite band
911669866dc57932ef4defe3022f0d4911f256cf0e4f8fe14d1e9c7cc3349ae8,You should get some good storage totes and pack it all up so its safe,Get some good storage totes and pack it all up so it's safe
eeaffbdf6caa7c914967bed0c11f5f008b39f6e264c558a4df3f01be7b0c8ca6,ah ok. If intuition tells not to fly. Let Us not take chance. you should skip the flight,"Ah ok. If intuition tells you not to fly, do not take the chance. Skip the flight."
8e3ea4c09b5fb49b15c3f69b2b9e3ec61f4467c249fe27368fb67c7b97eedc3d,maybe you should have a talk with her,Have a talk with her.
3b34f6408d5cff01a63dcb7ba24b50b856f089c9a79206211898d440d986bdff,You should have called the police if they did not listen to you,Calling the police was the correct action if they did not listen to you.
b3c86047116cd537dbb1120a4172a6dc3198642738bc1fa0596109aaffea0623,No,No
e9aea98106ff1bfab3f6ec4d58316b9353fca868a116bcb69c5979d65529c48c,there are other options in life but you must always follow your heart when making such important decisions.,"There are other options in life, but you always follow your heart when making such important decisions."
e6681ad1a749c79849969dddd04550a0fde8b5f6a19e33a3a85afd58691ae06c,Well do not tell me what happens,"Well, do not tell me what happens."
2b4b83642b99d7b561adb3b4930e7b6e85064ab099d7f73b2bf17bafa2cb8bf5,My husband has been travelling for work for years now and we just found out that he might be able to work from home anywhere in the world. I really want it to work out!,My husband has been travelling for work for years now and we just found out that he has the ability to work from home anywhere in the world. I really want it to work out!
4a2c1e92a2b6b5672a16feb2a234d4762a99c03c849835d649a328f9cfd536f9,There is a bad storm coming in tonight. I am nervous about the damage it might do.,There is a bad storm coming in tonight. I am nervous about damage from the storm.
3de201c13c3dbe165326a7be84b3d28389b0eb18b4e0e32682aeb388b284d009,Yeah,Yeah
d7d026785b9a53b71b45405339be8dffe50ce09e0abbbcf1d401f2a17b8b9a1c,i might be taking a trip to see my family within the month or within the next 4 months,I am taking a trip to see my family within the month or within the next 4 months.
2164578985576da6a6b52f53245e8a8d40b41967d43ecbbda462d59ba22e39d8,Do not you worry,Do not worry
85f17e0390692cbbd97c38e1e11ac467dbfe4713ffa9bf4ba449e20769b4d4b9,I have been trying to have a baby for a long time. My girlfriend thought she might be pregnant so she took a pregnancy test. Waiting for the results was so nerve wracking~,"I have been trying to have a baby for a long time. My girlfriend thought she was pregnant, so she took a pregnancy test. Waiting for the results was so nerve-wracking."
43a5803d37d591172a3a2893d6903fc294f9dd2791929e5e875b0552b62634d1,I am planning on going out to a party this evening. I want to meet a new girlfriend and think there might be a good girl there.,I plan to go out to a party this evening. I want to meet a new girlfriend and there is a good girl there.
a59ae073f8a286e7ce3a4ed4c429da225b225cc42515e828f94c6e9364c0b9c8,Next week might be fun..... kind of scared though:/,Next week looks fun..... kind of scared though:/
72258b495c04922191d823dffc06b9450e7819a1bebc6a7c048e7edd4c6bdb05,That might be a problem:-),That is a problem:-)
7b4d335fc406378b6e3261492ea16de04974cb352b233f3a85371ad0ea523e67,I get excited around men and not sure if I might be gay,I get excited around men and do not know whether I am gay.
46078ea6006b78726ac77c19b505581c3c76979c6cf7ef3bc9c29e56c36a0d24,Yes may very well be gay. Nothing wrong with that. I Have had alot of gay friends.,"Yes, they are gay. Nothing wrong with that. I have had a lot of gay friends."
ba9c4911d3775ecb3140e952ab9a0629d629e7fa67c75e5f5b5956a68d630ddb,I might get a haircut tonight. Nothing like a high fade to get me feeling fresh and ready to chat up some honeys,I am getting a haircut tonight. Nothing like a high fade to get me feeling fresh and ready to chat up some honeys.
3b13708d9933a01db9943efc0cde1e2b59dcc3ea7ae78bcf6860548b7273495f,He had a gambling problem. I think I might be alone forever,He had a gambling problem. I will be alone forever.
fdd3bed44e4bf971b0a14e7bb81143d947174978d28d0b321db62536ea41abd5,Oh wow,Oh wow
ec663d24afc30be1c7297ee8d73cb53daa6d556f2674ec38c9fbed19e9ce969e,Thanks! It is weird because I never really wanted to run or anything before,Thanks! It is weird because I never really wanted to run or anything before.
34ecac235442888ab6bb643b689bc1bb8874eee8105e471c9d737a540c0c4240,Well I guess they might say my blood pressure is too high or something,"Well, they say my blood pressure is too high or something."
31ddad9d02514eb485fda55a2a6b4508411a601b2effa73b754d2733b5614df1,I think the meat might have expired,The meat has expired.
86b71d15d57ef4a2eddb105bfed96885d1608bc753c4251a6093c6a02bd65537,Might be worth it,It's worth it.
b7d3b176841afd02d0b572d67801ac5a641afb9bd2002df69af1252ad8e76d7a,Hmm that might actually be good,Hmm that is actually good
3f5f1738e454ffe6d90385867f19346572ab4c6f5fe06d7f1a530bb72f3d5a61,OH YEAH! We might put an offer in tomorrow!,OH YEAH! We are considering putting an offer in tomorrow!
d65e2fee4129f711e0fdbff4c1f2f7a5ac6b26f626c65af496c0cbf4902a182e,You may need a vacation or take a little break you do not want to overwork or wear your body down to much.,You need a vacation or a little break; you do not want to overwork or wear your body down too much.
7f945f8b424507f4db65e2eb24114a95ae5c1f29fde8ef90565da9f72008ad97,You know there is one thing that might make it even better.,You know there is one thing that makes it even better.
4ac29452f4e1a11de8a718f27a8b1690ea82b895f60d819d0f144de5b0c0f3f6,I have high hopes for this weekend. I think it might be sunny here,I have high hopes for this weekend. It will be sunny here.
b79dec72cc5e1d313551558c860a11f6fd3262d05639b93c38d0336e9d9b3440,I think it is,It is
dd62d394a70bc42419b3d4744d1f4865e9882cf125ec2695d1d0127aa4ca2ad8,That is great! I may look it up and go to their grand opening as well.,That is great! I intend to look it up and go to their grand opening as well.
e906e31d30606ce5f23978da46b27606e2c704ccc1413ae187edf26ada4b9a33,I think I might check that out! My anger quickly subsided though. She is but a little pup and it is my duty to teach her on where to go to the bathroom!,I plan to check that out! My anger quickly subsided though. She is but a little pup and it is my duty to teach her where to go to the bathroom!
ea3baf072ec72728655305b7d18f87621e51dc3abdf73e0301a15fa216143b42,How sweet. I might get one myself then.,How sweet. I will get one myself then.
d679c79effe04d50e02e77763ee0b9e3268b32413fa68946cb52c045197a1b54,My wife is getting checked at the hospital. We might be getting good news!,My wife is getting checked at the hospital. We are getting good news!
b477c2b148b3e8c4c15ab80c823bab7cd5ae482fb9b586f294d4eb636b506d52,Toyota 's usually last a long time so it might be a good decision.,"Toyotas last a long time, so it is a good decision."
09ae5f430fd137860e7b960e59ed2bc5a009968965a954accbcaa2f8010ee1c6,Babies are pretty small and delicate they look like they might break at the slightest bump.,Babies are pretty small and delicate; they look fragile at the slightest bump.
3f6f42d365291dfb6849e92f2437d342f7564ed6ac9671c42f15b8edee9bb6ed,I am sorry you are going through that. Sometimes telling the truth is the best,I am sorry you are going through that. Sometimes telling the truth is best.
9f3cf0fd0b2ea6b92365a088debdb1ebed551756a6a2f7eeded9a19d25dd8126,The kitten might have been dehydrated. Hopefully the neighbor called someone else to come help?,The kitten was dehydrated. The neighbor called someone else to come help.
89f3cdc6b93febc69cf9570e42f56fa4633515fc89c4096d1692fcd31a9e402a,I know someone with that. She might need some medication.,I know someone with that. She needs some medication.
4e5fc7ef8a50da77c793bfd316033dbee85726af47e83ab075cb08e201347d6a,Well that might explain it,Well that explains it.
bfa59390822bf2e38bd724bc7270c8b20a7b4da9d58c5e207c52fd25ee0dce20,I thought my wife had umbilical hernia. Which is a serious health condition. Doctor told her she might die or end up in an ER!,My wife had an umbilical hernia. This is a serious health condition. Her doctor warned her she faced death or an ER visit.
0c6bc0b2b45f30abbbbd7e8bdf85b8e66b4eb9fa818f259f2666a1ce88ac1697,I think I have hadhad an epiphany. After not being serious about religion ever,I have had an epiphany after never being serious about religion.
fd9afb9a5ca53253e7908a5d9b425af65ebca2f42f585d3d4d646ad9b05fcc45,Me too. I do not even believe in ghosts,Me too. I do not accept the existence of ghosts.
72ed3fcd769ca51538f9e2bb806974463e058de448d52fc92a8900e271036331,I was gardening last weekend and I had to move a bunch of pots. I knew there might be spiders so I took my time to look carefully.,"I was gardening last weekend and I had to move a bunch of pots. I knew there were spiders, so I took my time to look carefully."
b036f76af5eed00694427097d5c74284642c6218cd57b27789ef4e8bdf590a4c,That is really rough. Do you think he may have relapsed?,That is really rough. Do you know whether he relapsed?
9d6187e345335a02d497e59ba05674a0f23d2187a42f3316fa59151ee2b2b626,The doctor mentioned his congestion might have contributed,The doctor mentioned his congestion contributed.
b9ef60538c257284cf566087947c1a3a1d6f74f4b93a714fb80ecd033244c8c0,Thanks,Thanks
149c6c251a213ca91ab6c99c319cef158be34297feef3b897402ad247bbb355a,It is great to be in a committed relationship. Many people might be unnerved at their SO leaving for a week long kayaking trip,It is great to be in a committed relationship. Many people are unnerved at their SO leaving for a week-long kayaking trip.
0a45ef5c068b29c4186e0c392952002f5e01cea1930a083433cf160e2834c4cd,That might help my arms,That helps my arms.
ab7510eded9fbe7e29fd84314c1537c4caf4c3bf59edcc86b5964e66583f6755,Strawberries in cinnamon roles? That might be really good!,Strawberries in cinnamon roles? That is really good!
cb143261a46c6f14bf7c128b4af1bdbffd599ff62731c6ff933fb1479323d1c1,What? You think you might be in trouble?,What? You are in trouble?
846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593,I suppose it is,It is.
069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372,well i had one that did that and he lived to 17 so there may still be hope,Well I had one that did that and he lived to 17 so there is still hope.
3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c,Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes...,Well when I was younger I began experimenting with something some call taboo or even wrong. I was in my mom's bedroom one day and came across some of her clothes...
70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6,My boss told us all today that there might be lay offs coming.,My boss told us all today that layoffs are coming.
07ffb6f4df9dfac06f8af31ea6ef3a58cfe50b5574c0aa5b5a318194e97890a2,Yeah,Yeah
efdf6bedb34b15b13979bb911b057f71c0bf4179ad11e4ded497735e9d6570d5,Ugh do you have any security camera that might have captured what happened?,Ugh do you have any security camera that captured what happened?
79f947e3e0e1cf41d9182cebc92e0e17f38118928f3e72da7eae4c7548f7f06a,Yeah,Yeah
c6ccf63bc77a3f2bd1ef93a50c84251db3f59d09212af6fb78c5adf6fc8c22cf,I want to but I am afraid I might get sick.,"I want to, but I am afraid of getting sick."
a245574746d7120482c5544bc5242f2555b4994be4e6a414ceba32fbd698fdd3,It might be a worth a shot to do that and stand my ground on my next contract renewal time.,It is worth a shot to do that and stand my ground at my next contract renewal.
9b62d4423e55cb7bb97d5b8c74d82d5a944d0bd8344cf945fc735a1c4b4adbf3,my own abilities,my own abilities
e5e598da110bec7e1f9ea847f8c11b46eabbfa03401db39876b4d708d0cda231,Yup,Yup
0b3c018d1740329511ae5fbad70d55cb856326922ba6355d32523d67b59382f5,She is. She may be able to handle it on her own. Thanks for the info,She is. She is able to handle it on her own. Thanks for the info
b85617faa73fd077ca39692749d1d880fbf3bb3f94e0b8d5022370b9fbb69d53,Yeah,Yeah
4e3b26fdf96accb7659bf73f6e873ef3b5d54d3d29c986d5e00f8b053b458523,It seems your daughter may over exaggerate things a little bit.,Your daughter exaggerates things a little.
58f1521e6ad830ff3cffba929f937ce9c7acbf60eaa23beac44a1da11590d0ff,I think it may have been stolen. I was at the pool and took it off. When I got done swimming it was gone.,It was stolen. I was at the pool and took it off. When I got done swimming it was gone.
