"EID"	"Original_Sentence"	"Edited_Sentence"	"Annotation_Notes"
"12d419007a870eef704d0e9dc6e807a908ed7510348be2a5ffd7e82b0e7ccae6"	"I hate bullying. You should talk to the kiids parents."	"Talk to the kids' parents."	"replace: 'I hate bullying. You should talk' -> 'Talk'; replace: 'kiids' -> 'kids''"
"e897fee1019da5eccf1033fecd5971ee73b02ef4de7190415df2b67e03c73967"	"That is amazing! I am happy to hear that. I can relate, I feel like I have undiagnosed ADD."	"That is amazing! I am happy to hear that. I relate; I have undiagnosed ADD."	"replace: 'can relate, I feel like' -> 'relate;'"
"ae4452f22eb8ad09d0ff3a57589932183ec00512d366f49287ead44e02541f6a"	"I can relate to that! It is so mortifying because everyone begins to look at you like you are a bad parent!"	"I relate to that! It is so mortifying because everyone begins to look at you like you are a bad parent!"	"remove: 'can'"
"718aa216f1820086d793f4da1f5e0c62aef783bafe678f9d01914d6b1fec4a86"	"good for you, wish i could say the same for myself. I am not unhappy, just got more work to do."	"good for you, that is not the case for me. I am not unhappy, I just have more work to do."	"replace: 'wish i could say' -> 'that is not'; replace: 'same' -> 'case'; replace: 'myself.' -> 'me.'; add: 'I'; replace: 'got' -> 'have'"
"d6b1003ed20d1563958e10deb04b1496353ddb64902494ab8cefe263cac77a5e"	"Wow. Sounds like crazy stuff I would not want to get involved in."	"Wow. Sounds like crazy stuff I do not want to get involved in."	"replace: 'would' -> 'do'"
"c74dae11498402c541efa793e2eab2e685afc095fb360455b2e216796f2c310f"	"It is, but we can learn from them and not do the same thing."	"It is, but we learn from them and do not do the same thing."	"remove: 'can'; add: 'do'"
"0134f53d06c6cc3af9dd05ced5e7e095638205f9e5e2391a3a005c591b6c9b74"	"Oh wow, I could not afford that at all"	"Oh wow, I did not have the money for that at all."	"replace: 'could' -> 'did'; replace: 'afford' -> 'have the money for'; replace: 'all' -> 'all.'"
"3a63292beecbc41d99ff5b7d575280c3c956c06c27bcac915621ea7b0fb711ae"	"I am hopeful for the new pokemon game, I think it could be good!"	"I am hopeful for the new pokemon game; it looks good!"	"replace: 'game, I think' -> 'game;'; replace: 'could be' -> 'looks'"
"ccc8746d81c74bf7a0a117725c203bb1a2e981250280fb53029e6ea2881223a3"	"My friend just adopted a dog. I can not wait to see him!"	"My friend just adopted a dog. I look forward to seeing him!"	"replace: 'can not wait' -> 'look forward'; replace: 'see' -> 'seeing'"
"c1297c30c850731fad7f604ba94d635928710811a145934c4bd8bef1ad05569e"	"My friend said she wanted to talk to me. No idea what it could be about."	"My friend said she wanted to talk to me. No idea what it is about."	"replace: 'could be' -> 'is'"
"9e071f8a1cf2ff90a41964c33dcccaaaa5607493466f3c1bece9066b5df8818e"	"Give it a go. You might be soulmates."	"Give it a go. You are soulmates."	"replace: 'might be' -> 'are'"
"23006b45f56c4b7749a45b8d4a08c5462ea34b1489b43c3794d9da5a4daf9414"	"It could be something good maybe."	"It is something good."	"replace: 'could be' -> 'is'; replace: 'good maybe.' -> 'good.'"
"47fd1aa944aa11129c525f63dfe0a4a4de5f05ef87a2ec1126de1699c554f35d"	"My husband 's sister lived with us, and she slept in all day. She was on our couch and would just lay there with the curtains drawn until like five o clock."	"My husband's sister lived with us, and she slept in all day. She was on our couch and just lay there with the curtains drawn until five o'clock."	"replace: 'husband 's' -> 'husband's'; remove: 'would'; remove: 'like'; replace: 'o clock.' -> 'o'clock.'"
"64bb483d4e181e58a536f7e5000ba78b7b7b0fa9cd1cda47ceebad1eb6431aa0"	"You should go with her next time so that does not happen."	"Go with her next time so that does not happen."	"replace: 'You should go' -> 'Go'"
"e5f3a3b78a66a2e0cf85a6295b6c83eea435194c80608d0e2c832b5b7582fe57"	"You must be pretty strong to do that."	"You are pretty strong to do that."	"replace: 'must be' -> 'are'"
"59a9ba3545f70df122acb947d528da9f3829db5d04c0a3d9a3367936210621c5"	"You two must miss a lot."	"You two miss a lot."	"remove: 'must'"
"d6dd7db9532b26e2505c45050f9f7b9d2c50d298c0e2b161d7a446e9dda2ab75"	"That is really a shame. Too bad they will not get help for the kids"	"That is really a shame. Too bad they are not getting help for the kids."	"replace: 'will' -> 'are'; replace: 'get' -> 'getting'; replace: 'kids' -> 'kids.'"
"fc95bc8d4ba6d4fc68002143ff04a98f1b60edf72b5dc59a19919148e3979001"	"That is great you got him up to a healthy weight! Kudos on you! I am sure those spots will even out eventually."	"That is great you got him up to a healthy weight! Kudos on you! Those spots even out over time."	"replace: 'I am sure those' -> 'Those'; remove: 'will'; replace: 'eventually.' -> 'over time.'"
"5a019e4a0683ef0765a6277372b724b764030dd34c49f25cf77c4d4dcfdedbb3"	"I can not believe my neighbors are putting up pictures at this time of night."	"I do not believe my neighbors are putting up pictures at this time of night."	"replace: 'can' -> 'do'"
"317d1eb5edda1a551ef12b9da63e0695b213652dae7bdb8887419035c0d00c73"	"Wow that will surely be a rewarding career. I am impressed that you want to help others."	"Wow that is a rewarding career. I am impressed that you want to help others."	"replace: 'will surely be' -> 'is'"
"3c7e883bbd1d4008c577c2c4283887fc6fd409bd571ed64c5e8865cea4ff3545"	"I can not believe they put onions on my burger today I hate onions."	"I do not believe they put onions on my burger today; I hate onions."	"replace: 'can' -> 'do'; replace: 'today' -> 'today;'"
"cac77df136aeee4099449ee26ddaaacb0635330de6061197f9c82fa8dc9721c6"	"It will get better. I know that is a tough thing."	"It gets better. That is a tough thing."	"replace: 'will get' -> 'gets'; replace: 'I know that' -> 'That'"
"eb1903217ce645b843048f584e1d776330392bc70126f76897b5ffdb437b81fe"	"They might win the east"	"They win the East."	"remove: 'might'; replace: 'east' -> 'East.'"
"1d39b2f3ecca73cdd642608e55b987524ea4a1bca56392232d2167c516a48b18"	"We are wanting to buy a bigger vehicle soon. It will be great to have more room for our family."	"We want to buy a bigger vehicle soon. More room for our family is great."	"replace: 'are wanting' -> 'want'; replace: 'It will be great to have more' -> 'More'; replace: 'family.' -> 'family is great.'"
"017063ddcf2fbfc2e429235c661560f114c9aa38f70cf5769632f1a358f7aee4"	"It will be amazing. We are so excited to be able to go on a vacation and only have to take one vehicle."	"It is amazing. We are so excited to go on a vacation and take only one vehicle."	"replace: 'will be' -> 'is'; remove: 'be able to'; add: 'take'; remove: 'have to take'"
"d2cc11766005d211502caa049d8177d5e8f96c6420add9d5a12c6486645b5745"	"I have never heard of that game. I bet it will be fun though."	"I have never heard of that game. It looks fun though."	"replace: 'I bet it will be' -> 'It looks'"
"82d278695d717ab4ed77574be3ee9209310f25ccfb883fde600ff0d9b9102ff0"	"Just so many things could happen in the dark."	"Just so many things happen in the dark."	"remove: 'could'"
"08406cfa9eec5b7bf5a745458b6b672d7e5969a3c9664598167688922ea7995f"	"I let my daughter take my credit card to the mall today for school clothes shopping. I have faith that she did not spend more than I told her she could spend."	"I let my daughter take my credit card to the mall today for school clothes shopping. She did not spend more than I told her to."	"replace: 'I have faith that she' -> 'She'; replace: 'she could spend.' -> 'to.'"
"149b9096a5c513e6d2d7f7c45eb892f4872bcaf5b732278309d9be380b48e6d4"	"Yes, I can not wait!"	"Yes, I am excited!"	"replace: 'can not wait!' -> 'am excited!'"
"cef6bd375e8fcb7476ed2e8ad45f42b5adab666571fdccaeaaef4135d1663e53"	"If you do not like such movies you should have told him at the beginning so he choose a non scary one"	"If you do not like such movies, tell him at the beginning so he chooses a non-scary one."	"replace: 'movies you should have told' -> 'movies, tell'; replace: 'choose' -> 'chooses'; replace: 'non scary one' -> 'non-scary one.'"
"3c2179d00dccd0fe9ccf58b0f5cc689655a01590c18a63a354ad2b6dbb66dc85"	"My idiot manager decided that I could handle working a seven day shift, and like half my days are double shifts."	"My idiot manager decided I was to work a seven-day shift, and half my days are double shifts."	"remove: 'that'; replace: 'could handle working' -> 'was to work'; replace: 'seven day' -> 'seven-day'; remove: 'like'"
"bd4a2116975ee3efa686e3df67d3f7ab5add6419bbc44418786f3c109a694307"	"Oh that sucks! I can barely do 5 without needing a break"	"Oh that sucks! I barely do 5 without needing a break"	"remove: 'can'"
"2cce9d155996697c9342123710eb72ca6d94e39b33c71a6a426dfb9faa88c286"	"Guess I will just have to grin and bear it."	"Guess I just grin and bear it."	"remove: 'will'; remove: 'have to'"
"01d71e5a32b6abc8158fa6629a247f787524d5f0ba8b25cc3298b38130521482"	"I can not wait to get my final grades because I know I did great!"	"I am eager to get my final grades because I know I did great!"	"replace: 'can not wait' -> 'am eager'"
"fc0a22c748c46bc2789fcb681181209bd14bd489b91a7d2d0f4d3a23265344df"	"I could not stop thinking about estranged family I was missing one day."	"I did not stop thinking about my estranged family one day."	"replace: 'could' -> 'did'; add: 'my'; remove: 'I was missing'"
"2c0b3017ff1cb4a50709699c3648c2b47ec355e6718e15fb430fc1a4387424b9"	"sorry to hear that. Sometimes there can be a technical problem"	"sorry to hear that. Sometimes there is a technical problem."	"replace: 'can be' -> 'is'; replace: 'problem' -> 'problem.'"
"17f1347e9247e622477907029ab74f6145ef20372813d52205d43f95188a3bb9"	"One time, I was in the elevator with a couple people inside and I accidentally let out a fart. I could not wait to get out of there!"	"One time, I was in the elevator with a couple people inside and I accidentally let out a fart. I wanted to get out of there!"	"replace: 'could not wait' -> 'wanted'"
"035dac58edabd78a0483c940c9454aa2f5ddbe5704cc4ecf97fa8c63e0983983"	"I know it that is a common scenario, but I could not stop thinking about that for the rest of the day!"	"I know that it is a common scenario, but I did not stop thinking about that for the rest of the day!"	"add: 'that'; remove: 'that'; replace: 'could' -> 'did'"
"4813786f02cf60080f13926fe97692eb802025cefaf131d82e00e06e1bd700d1"	"That might be a great idea. I do like listening to Bill Burr 's podcast! He cracks me up. Thank you :D"	"That is a great idea. I do like listening to Bill Burr's podcast! He cracks me up. Thank you :D"	"replace: 'might be' -> 'is'; replace: 'Burr 's' -> 'Burr's'"
"77be766df4acde4cd810d47e4822acd0a4fa83532280935333b92f7975c2f515"	"I had an emergency at work. I am a doctor and it was a life and death situation:( but now I regret because I could have assigned someone else and driven my mother because that was her life visit"	"I had an emergency at work. I am a doctor and it was a life-and-death situation, but now I regret that I did not assign someone else and drive my mother because that was her life visit."	"replace: 'life and death situation:(' -> 'life-and-death situation,'; replace: 'because' -> 'that'; replace: 'could have assigned' -> 'did not assign'; replace: 'driven' -> 'drive'; replace: 'visit' -> 'visit.'"
"6509ef293d8fa927e98812db485fb9f3f4b2422c3365dd87def86637779b1ee5"	"I have had my eye on a new laptop for ages, but I could never afford it until now!"	"I have had my eye on a new laptop for ages, and now I finally have the money for it!"	"replace: 'but' -> 'and now'; replace: 'could never afford it until now!' -> 'finally have the money for it!'"
"d8abf2e395b06b1323726cc0d6b4860fcd81b862050b814d515701b4d508d3f9"	"I am sorry you feel that way. If you feel that you do good, honest work, you should demand better pay!"	"I am sorry you feel that way. If you feel that you do good, honest work, demand better pay!"	"remove: 'you should'"
"18cbb668c335d12769adc4591e1afd6f87cc8d756208a1ebb36d1c5470871d5c"	"I bought a hotel stay for a weekend near the beach. I think that could help her."	"I bought a hotel stay for a weekend near the beach. That is intended to help her."	"replace: 'I think that could' -> 'That is intended to'"
"456a9d72060cdbef98536e96f6864a9ca2872643292fc3d8fb6d7417163a2e56"	"Do you have any proof? If so you should bring it up to her."	"Do you have any proof? If so, bring it up to her."	"replace: 'so you should' -> 'so,'"
"d2bfade64ad541b376c9a4282782bf417fdccd4288ad508637b2251c4a03b361"	"haha no. I am 35 years old. I could not think of anything I wanted. So she bought my groceries. At this age I apprecite that kind of thing."	"Haha, no. I am 35 years old. I didn't think of anything I wanted, so she bought my groceries. At this age I appreciate that kind of thing."	"replace: 'haha' -> 'Haha,'; replace: 'could not' -> 'didn't'; replace: 'wanted. So' -> 'wanted, so'; replace: 'apprecite' -> 'appreciate'"
"3dd13377fe26bab19ed63f96b440ec531192b466148a2b2970c0621bd83dfa72"	"Yes, and I hate it. I wish I could just turn that off sometimes."	"Yes, and I hate it. I want to turn that off sometimes."	"replace: 'wish I could just' -> 'want to'"
"73f9076a58970e6e5fb8029ae43a26d7a3aba44552c97f33900a3684b4909b09"	"That is good! You should always encourage your children 's talents and let them grow"	"That is good! Encourage your children's talents and let them grow."	"replace: 'You should always encourage' -> 'Encourage'; replace: 'children 's' -> 'children's'; replace: 'grow' -> 'grow.'"
"caf831b35fd4737e79fa675f0f3441ef4012f7ad3524af2fd38bb4f32c870b36"	"Well, I do not own it:) But, it did remind me of when I was a kid and my friends and I would go to a candy shop every week"	"Well, I do not own it :) But it did remind me of when I was a kid and my friends and I went to a candy shop every week"	"replace: 'it:) But,' -> 'it :) But'; replace: 'would go' -> 'went'"
"960b53d53d13e6ac973531f196d57ecbbc90746b2069c7d1df47adcfd77f22db"	"That is quite harsh for getting one bad grade. You should encourage him to do well without being so rash."	"That is quite harsh for getting one bad grade. Encourage him to do well without being so rash."	"replace: 'You should encourage' -> 'Encourage'"
"7259be8043c0ac244627e7e37034de7e098774c8d07f94c94b606e459b23686b"	"Man, I am having issues with financials at college just because I could not get a 34 on my ACT."	"Man, I am having issues with financials at college just because I did not get a 34 on my ACT."	"replace: 'could' -> 'did'"
"9ded234c9fc70cc34e36102814a229d9a429436838185f66e93a8c16254630d1"	"Oh, that is not good. You should have done better!"	"Oh, that is not good. You did not do well!"	"replace: 'should have done better!' -> 'did not do well!'"
"d5627e41f43d3b044d1908cef7ac1ce52c3e1c11bf18826c5eb7453a5f2139f1"	"You should get your mind ready for the worst if he does not take it too well"	"Prepare for the worst if he does not take it too well."	"replace: 'You should get your mind ready' -> 'Prepare'; replace: 'well' -> 'well.'"
"5813a082a7ae689603d80b055b67d495fed8da2c552deab12263ec49f89353ec"	"I could not sleep after seeing the most scary movie in the theater! Such a crazy film."	"I did not sleep after seeing the scariest movie in the theater! Such a crazy film."	"replace: 'could' -> 'did'; replace: 'most scary' -> 'scariest'"
"88089c462debf25a879b115e94cea68d4b1a7f5ec4a7bdd597e5328f431da54d"	"My car broke down yesterday and the mechanics say it might be the transmission:("	"My car broke down yesterday and the mechanics say it is the transmission:("	"replace: 'might be' -> 'is'"
"d59a7c62ce2750cbcf92ed44d7576bb62b88670b4e1ae793dc34ffecbe6482bd"	"Oh really? You should definitely consider it!"	"Oh really? Consider it!"	"replace: 'You should definitely consider' -> 'Consider'"
"890a755aca74c4464fef2efb2516220a770b832db7d189827568c3334291a551"	"I could not move my body. I fainted because she had introduced the guy to me as her cousin"	"I was unable to move my body. I fainted because she had introduced the guy to me as her cousin."	"replace: 'could not' -> 'was unable to'; replace: 'cousin' -> 'cousin.'"
"3a6db29891d984f938bb1d1f7fd91f5cce3f060031ba8ec49b95ede5c1d5f654"	"You should tell your wife to clear your guilt."	"Tell your wife to clear your guilt."	"replace: 'You should tell' -> 'Tell'"
"ec9da68a944111e8039a34abe20aeb4a27cdbbba8abd70f9143e2e48cf42fbbc"	"They are not very good friends then. You should confront them about this."	"They are not very good friends then. Confront them about this."	"replace: 'You should confront' -> 'Confront'"
"f52da176540533ea78077da5c97bc3eec27d98d92e6236769789977d82afce25"	"You should not feel bad. It happens to all of us at some point."	"Do not feel bad. It happens to all of us at some point."	"replace: 'You should' -> 'Do'"
"e46a9320da02e9252bf170f5d0538707091afa0debe508a6c53be9b6047c1420"	"He should be understanding of that and not keep on. That is just frustrating for everyone involved"	"He is understanding of that and does not keep going. That is just frustrating for everyone involved"	"replace: 'should be' -> 'is'; add: 'does'; replace: 'on.' -> 'going.'"
"b5b18e96773dbc1d4d35cf514736917e419dbd3c80ad3f3aa95a774c04cd29bc"	"You should definitley pick them up again. Do not let age stop you!"	"Pick them up again. Do not let age stop you!"	"replace: 'You should definitley pick' -> 'Pick'"
"d73194d55ad175bacf0d03c9e3a4a55e9fd24caf244a91e114c3158fd1d2d52c"	"Hmm I think you should make it up to her somehow. Take her to an expensive dinner."	"Hmm, make it up to her. Take her to an expensive dinner."	"replace: 'Hmm I think you should' -> 'Hmm,'; replace: 'her somehow.' -> 'her.'"
"87a747f8a9b69889bf044d13e7d0c2882ce8fd6194fc645fdbe4d3b10deeb6f4"	"Our dog was baking and I could not see what he was all upset about. He never bark like that."	"Our dog was barking and I did not see what he was so upset about. He never barks like that."	"replace: 'baking' -> 'barking'; replace: 'could' -> 'did'; replace: 'all' -> 'so'; replace: 'bark' -> 'barks'"
"d4eabd95f83151625ba612ac97e3fbe13092f9a4a3b6aeea89f03ee7fa4fe5de"	"I see, you should rekindle your friendship."	"I see, rekindle your friendship."	"remove: 'you should'"
"603a52f31799ce9870d67538df8428b206d9834a217b1040d7ede46c7eba85e4"	"Perhaps so, but I wish he would just be quiet and stop pestering me."	"True, but I want him to be quiet and stop pestering me."	"replace: 'Perhaps so,' -> 'True,'; replace: 'wish he would just' -> 'want him to'"
"cee411371431d5a02261191062b3ae48cea0e21a48f7e0006681d001c03e4788"	"Yesterday I saw a mother beating up her kid. I could not believe it!"	"Yesterday I saw a mother beating up her kid. I did not believe it!"	"replace: 'could' -> 'did'"
"680a40a50dd3e648a15e6b0a670243e4b4932ea9e600050a35787a0fe94fd746"	"Sorry about that. You should try again and stay confident. The most important is to try."	"Sorry about that. Try again and stay confident. The most important thing is to try."	"replace: 'You should try' -> 'Try'; add: 'thing'"
"8e4e3ecb2173fdbed441f2ede0e8dcb39d64a1dbea79a07b572d7ded1c820d47"	"You should do it more often, I was thankful to have food on the table!"	"Do it more often; I was thankful to have food on the table!"	"replace: 'You should do' -> 'Do'; replace: 'often,' -> 'often;'"
"248f0021373d66e7016f721ae93f8a41f967e6a95677cc70509ee3188b1caed7"	"Could remember the feelings of the Christmas season"	"I remembered the feelings of the Christmas season."	"replace: 'Could remember' -> 'I remembered'; replace: 'season' -> 'season.'"
"b00c759b27cfe712653159c8d636f9c18e6c752de495462003d69a022f768e44"	"When I woke up this morning I just could not believe that work had gave me a large bonus!"	"When I woke up this morning I just did not believe that work had given me a large bonus!"	"replace: 'could' -> 'did'; replace: 'gave' -> 'given'"
"7e4e5b6991b5ca44bb71a06eb2880cc989748c85a70336b8d06e829554d54846"	"He promised he would fix my paycheck, he always does after he makes a mistake then he never fixes it."	"He promised to fix my paycheck; he always does after he makes a mistake, but he never fixes it."	"replace: 'he would' -> 'to'; replace: 'paycheck,' -> 'paycheck;'; replace: 'mistake then' -> 'mistake, but'"
"325ffa800bd33b0792f03ed5e42a2dfacda506607329ac9ef7685b877934e307"	"Did you get there on time? I do the same thing, I like to be prepared for any traffic that could pop up."	"Did you get there on time? I do the same thing; I like to be prepared for any traffic that pops up."	"replace: 'thing,' -> 'thing;'; replace: 'could pop' -> 'pops'"
"1d963b2da5245cf786952bb1064c029fdd0aaa0391575f048316891ceec928f8"	"They do and you never know what could happen, let us say you guys get into a fight and then she trashes your house! Not a good outcome!"	"They do, so let us say you guys get into a fight and then she trashes your house. Not a good outcome!"	"replace: 'do and you never know what could happen,' -> 'do, so'; replace: 'house!' -> 'house.'"
"100b2ac791c5bb48c5299c11fde7bdb65a2e6a9bf3742a247fba76cba76dbc99"	"I was nervous the whole time. But I managed to get through it. I am sure everyone could tell."	"I was nervous the whole time, but I managed to get through it. Everyone noticed."	"replace: 'time. But' -> 'time, but'; replace: 'I am sure everyone could tell.' -> 'Everyone noticed.'"
"304f318c2e4b32bbbeb4754e63369063030121a7d8e3ac0101a5cc2978158f81"	"My brother ordered a pizza with ham and pineapple on it. It was so gross. I could not watch him eat it."	"My brother ordered a pizza with ham and pineapple on it. It was so gross. I was unable to watch him eat it."	"replace: 'could not' -> 'was unable to'"
"b22c8861fe5f60304bc62147630595323a6ec13d4637f9f2ea1aa53bed3db2b0"	"I had real fear when a tornado was close to my home. I thought we might die"	"I had real fear when a tornado was close to my home. I thought we were going to die."	"replace: 'might die' -> 'were going to die.'"
"34a210f1121044b543973d12792e6a58f7ad9ed42dd718c10727d81aeeb5cc61"	"That is some feat, I wish I could do that!"	"That is some feat. I want to do that!"	"replace: 'feat,' -> 'feat.'; replace: 'wish I could' -> 'want to'"
"dabf6d1df353c85e1b0a899ae2e9de7b96c07ea8fced1075f40ec586b464952d"	"That is what I was thinking. They already did the work, so I had to just deal with it. The price sure blew my mind though. He must have used gold pipes!"	"That is what I was thinking. They already did the work, so I just dealt with it. The price sure blew my mind though. He used gold pipes!"	"remove: 'had to'; replace: 'deal' -> 'dealt'; remove: 'must have'"
"8cf432321c6e43eee897045c545d6e22ddd93788a8965f89bd4cab70aa85c84e"	"How sad... you must be desolate"	"How sad... you are desolate."	"replace: 'must be desolate' -> 'are desolate.'"
"2de2c0426997ef7566e93e53c61b444fd7ca87816fddbf499eb3a5ce5a2ed791"	"Well I hope your insurance company sues them. They should really be more responsible."	"Well your insurance company sued them. They are really irresponsible."	"remove: 'I hope'; replace: 'sues' -> 'sued'; replace: 'should' -> 'are'; replace: 'be more responsible.' -> 'irresponsible.'"
"be5fe18278df1622a643c451b21bd41974d9049cc6c818e5d11caa8e3502234e"	"You should join a league and meet some friends with similar interests."	"Join a league and meet some friends with similar interests."	"replace: 'You should join' -> 'Join'"
"7c39982863eca922a34c9b3639dd1ee36ea99d5b60f734bb72d7c73616513cbb"	"Last week at work I kept hearing people laughing when I walked by. I could not figure out what they were laughing at."	"Last week at work I kept hearing people laughing when I walked by. I did not figure out what they were laughing at."	"replace: 'could' -> 'did'"
"90b640596d42783bee0038ef621e99c254be13e8b7f85c8da60683ebfad80e0d"	"It is very nice. Where would you go first with your new car?"	"It is very nice. Where are you going first with your new car?"	"replace: 'would' -> 'are'; replace: 'go' -> 'going'"
"b6cb40ed39524b4316eea23cae843b06922c78861aac1a126279ee2faa0b2bc6"	"I could not get into that game."	"I was unable to get into that game."	"replace: 'could not' -> 'was unable to'"
"91fd06ec16fe407f87ff9af3759b9e2fb35ac8530757255c425db99c07481afb"	"I tried to play it. I could not get into battlefield either. Maps too huge?"	"I tried to play it. I did not get into battlefield either. Are the maps too huge?"	"replace: 'could' -> 'did'; replace: 'Maps' -> 'Are the maps'"
"083cf3175ef994e4d306c5c72fadc4a1b4004a452446be2eb54f8231beb5ed0a"	"Call me a baby because I started crying when I thought about how I could have been seriously hurt."	"Call me a baby because I started crying when I thought about being seriously hurt."	"replace: 'how I could have been' -> 'being'"
"681acb29a041fc2a02d44e78c2259158155e6f2c33ec14afabfd890b75c137cf"	"It was in the US it had a bunch of young people on it. We would all talk about it at school the next day."	"It was in the US; it had a bunch of young people on it. We all talked about it at school the next day."	"replace: 'US' -> 'US;'; remove: 'would'; replace: 'talk' -> 'talked'"
"1f9a7ba3368c26ca92f38d0a8cd0e8dbe3f7acb6d652d0e89c5f25d8e6e5901b"	"Sounds like fun! I wonder if you could find old episodes online now."	"Sounds like fun! See whether old episodes are available online now."	"replace: 'I wonder if you could find' -> 'See whether'; add: 'are available'"
"c6843b08c8712bbbcb5cae13abda7aca2696f219077662ea35c8f8d63679d136"	"I used to pretend to be asleep when he got off work just so he would not talk to me."	"I used to pretend to be asleep when he got off work just so he did not talk to me."	"replace: 'would' -> 'did'"
"39df92763f3db57a920d265d1b25ecb9135a7ed674655d1f5bd81cb02d358000"	"I had some car trouble the other day. My car would not start and I did not know why."	"I had some car trouble the other day. My car did not start and I did not know why."	"replace: 'would' -> 'did'"
"c28d1e6ab65ae83d09de3ebd29fbe80f9107701571861f6c0a30cec723c02008"	"You should watch it, its a great sport."	"Watch it, it's a great sport."	"replace: 'You should watch' -> 'Watch'; replace: 'its' -> 'it's'"
"ac916bfe132f3632e918ccbb2a5d7165dedb7c8c84362059e4fd431fcd4c8f87"	"I did not think it was going to be as good as it is. You should check it out"	"It turned out to be better than expected. Check it out."	"replace: 'I did not think it was going' -> 'It turned out'; replace: 'as good as' -> 'better than expected. Check'; replace: 'is. You should check it out' -> 'out.'"
"c2958341a5d28b11380500c53f2c01375535089583c093f2e9df3508ff1557a5"	"Some people should be more considerate"	"Some people are not considerate enough."	"replace: 'should be more' -> 'are not'; add: 'enough.'"
"8b22fffbe1b3647fea55017b72f0208bdff4c906182c6b195b3f422ea3231a04"	"Well they would not go to bed last night so I coooked while they were asleep. I feel bad about it now."	"Well, they did not go to bed last night, so I cooked while they were asleep. I feel bad about it now."	"replace: 'Well' -> 'Well,'; replace: 'would' -> 'did'; replace: 'night' -> 'night,'; replace: 'coooked' -> 'cooked'"
"307271dd51e01c6033c1cf23a4e9cb65ddba1375bd1ce12120a2b614ef44f88f"	"Oh no, are there things you could do outside of your comfort zone? Things you never considered before?"	"Oh no, are there things to do outside of your comfort zone? Things you never considered before?"	"replace: 'you could' -> 'to'"
"f44fc771ea0d34374e0c73ba98c2642bcf78bbf5b99b70d0853bb7914bb12aeb"	"With all the rain the east coast has had I want to make sure I am ready for any storm that may come my way"	"With all the rain the East Coast has had, I want to make sure I am ready for any storm that comes my way"	"replace: 'east coast' -> 'East Coast'; replace: 'had' -> 'had,'; replace: 'may come' -> 'comes'"
"9910e73ad4a8ff66f71879e5f5dfbb39a86714f2f2469ee9257dedf974213a75"	"That would probably do the trick. If not, video call your family to touch base more often?"	"That does the trick. If not, video call your family to touch base more often."	"replace: 'would probably do' -> 'does'; replace: 'often?' -> 'often.'"
"68c1d3285c54318a7533234db19c83a0afe08d2f7a6fdf44c33eddf86ae078e0"	"You should definitely first talk to your friend and clear out the concerns with him before talking to his partner"	"Talk to your friend first and clear out the concerns with him before talking to his partner."	"replace: 'You should definitely first talk' -> 'Talk'; add: 'first'; replace: 'partner' -> 'partner.'"
"b2e43092aac0b528e6c0941d8df46cf0a0a207b798535784e4745738d528f41c"	"It was in the car. But I did not even lock the doors. It could have gotten stolen"	"It was in the car. But I did not even lock the doors. It got stolen."	"replace: 'could have gotten stolen' -> 'got stolen.'"
"d0deb2e616a125279a77a1c9246a5bdf989829b6e66a2deaf255de838dae252b"	"I could not believe I got flowers at work"	"I was surprised I got flowers at work."	"replace: 'could not believe' -> 'was surprised'; replace: 'work' -> 'work.'"
"822be00025e909b610e7628215dcb6ed5b3cedfa24fb0fe1cf384fe2d912a444"	"That would be cool. Are you going to keep them?"	"That is cool. Are you keeping them?"	"replace: 'would be' -> 'is'; replace: 'going to keep' -> 'keeping'"
"873c6d84927a1ac18de702438f3d1619e6e248f90cd35ee7e7f4547ffab36beb"	"It sounds like it may have been a box turtle. They are good as pets!"	"It was a box turtle. They are good as pets!"	"replace: 'sounds like it may have been' -> 'was'"
"d715e587f86d3a486f77ce68d967fd6aa5a261b6d9d0abaf950e6dd3e5f6a6eb"	"I am never quitting this job. You should work here."	"I am never quitting this job. Work here."	"replace: 'You should work' -> 'Work'"
"1385a681e84c0a379e3edd2b3db9419a1f8d1f35976e0e5797f431968ea04205"	"That is awesome. You should marry her again lol"	"That is awesome. Marry her again lol"	"replace: 'You should marry' -> 'Marry'"
"97ba2da713cfb2614bc0c6e1ae56b6b9cece2e6a265159411f2126fc580c5c88"	"My friends would not go with me to the gym last night. I was so mad that I shattered my phone."	"My friends did not go with me to the gym last night. I was so mad that I shattered my phone."	"replace: 'would' -> 'did'"
"1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7"	"I used to think that too. I could sleep if it was not closed all the way"	"I believed that too. I slept when it was not closed all the way."	"replace: 'used to think' -> 'believed'; replace: 'could sleep if' -> 'slept when'; replace: 'way' -> 'way.'"
"471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13"	"I could not believe my friend started working with me"	"I did not believe my friend started working with me."	"replace: 'could' -> 'did'; replace: 'me' -> 'me.'"
"abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea"	"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there."	"I went to my school reunion alone; my husband did not make it. I saw a lot of old boyfriends there."	"replace: 'alone,' -> 'alone;'; replace: 'could' -> 'did'"
