sentence,entailment
"""Paul will buy groceries"" entails ""Paul pays for groceries""",0
"""Paul will buy groceries"" entails ""Paul paid for groceries""",0
"""Paul buys groceries"" entails ""Paul is paying for groceries""",0
"""Paul buys groceries"" entails ""Paul was paying for groceries""",0
"""Paul buys groceries"" entails ""Paul has paid for groceries""",0
"""Paul buys groceries"" entails ""Paul had paid for groceries""",0
"""Paul buys groceries"" entails ""Paul will pay for groceries""",0
"""Paul buys groceries"" entails ""Paul pays for groceries""",1
"""Paul buys groceries"" entails ""Paul paid for groceries""",0
"""Paul bought groceries"" entails ""Paul is paying for groceries""",0
"""Paul bought groceries"" entails ""Paul was paying for groceries""",1
"""Paul bought groceries"" entails ""Paul has paid for groceries""",0
"""Paul bought groceries"" entails ""Paul had paid for groceries""",1
"""Paul bought groceries"" entails ""Paul will pay for groceries""",0
"""Paul bought groceries"" entails ""Paul pays for groceries""",0
"""Paul bought groceries"" entails ""Paul paid for groceries""",1
"""Paul is paying for groceries"" entails ""Paul is buying groceries""",1
"""Paul is paying for groceries"" entails ""Paul was buying groceries""",0
"""Paul is paying for groceries"" entails ""Paul has bought groceries""",0
"""Paul is paying for groceries"" entails ""Paul had bought groceries""",0
"""Paul is paying for groceries"" entails ""Paul will buy groceries""",0
"""Paul is paying for groceries"" entails ""Paul buys groceries""",1
"""Paul is paying for groceries"" entails ""Paul bought groceries""",0
"""Paul was paying for groceries"" entails ""Paul is buying groceries""",0
"""Paul was paying for groceries"" entails ""Paul was buying groceries""",1
"""Paul was paying for groceries"" entails ""Paul has bought groceries""",0
"""Paul was paying for groceries"" entails ""Paul had bought groceries""",1
"""Paul was paying for groceries"" entails ""Paul will buy groceries""",0
"""Paul was paying for groceries"" entails ""Paul buys groceries""",0
"""Paul was paying for groceries"" entails ""Paul bought groceries""",1
"""Paul has paid for groceries"" entails ""Paul is buying groceries""",1
"""Paul has paid for groceries"" entails ""Paul was buying groceries""",0
"""Paul has paid for groceries"" entails ""Paul has bought groceries""",1
"""Paul has paid for groceries"" entails ""Paul had bought groceries""",0
"""Paul has paid for groceries"" entails ""Paul will buy groceries""",0
"""Paul has paid for groceries"" entails ""Paul buys groceries""",1
"""Paul has paid for groceries"" entails ""Paul bought groceries""",1
"""Paul had paid for groceries"" entails ""Paul is buying groceries""",0
"""Paul had paid for groceries"" entails ""Paul was buying groceries""",1
"""Paul had paid for groceries"" entails ""Paul has bought groceries""",0
"""Paul had paid for groceries"" entails ""Paul had bought groceries""",1
"""Paul had paid for groceries"" entails ""Paul will buy groceries""",0
"""Paul had paid for groceries"" entails ""Paul buys groceries""",0
"""Paul had paid for groceries"" entails ""Paul bought groceries""",1
"""Paul will pay for groceries"" entails ""Paul is buying groceries""",0
"""Paul will pay for groceries"" entails ""Paul was buying groceries""",0
"""Paul will pay for groceries"" entails ""Paul has bought groceries""",0
"""Paul will pay for groceries"" entails ""Paul had bought groceries""",0
"""Paul will pay for groceries"" entails ""Paul will buy groceries""",1
"""Paul will pay for groceries"" entails ""Paul buys groceries""",0
"""Paul will pay for groceries"" entails ""Paul bought groceries""",0
"""Paul pays for groceries"" entails ""Paul is buying groceries""",0
"""Paul pays for groceries"" entails ""Paul was buying groceries""",0
"""Paul pays for groceries"" entails ""Paul has bought groceries""",0
"""Paul pays for groceries"" entails ""Paul had bought groceries""",0
"""Paul pays for groceries"" entails ""Paul will buy groceries""",0
"""Paul pays for groceries"" entails ""Paul buys groceries""",1
"""Paul pays for groceries"" entails ""Paul bought groceries""",0
"""Paul paid for groceries"" entails ""Paul is buying groceries""",0
"""Paul paid for groceries"" entails ""Paul was buying groceries""",1
"""Paul paid for groceries"" entails ""Paul has bought groceries""",0
"""Paul paid for groceries"" entails ""Paul had bought groceries""",1
"""Paul paid for groceries"" entails ""Paul will buy groceries""",0
"""Paul paid for groceries"" entails ""Paul buys groceries""",0
"""Paul paid for groceries"" entails ""Paul bought groceries""",1
"""Boeing is developing the helicopter"" entails ""Boeing is designing the helicopter""",1
"""Boeing is developing the helicopter"" entails ""Boeing was designing the helicopter""",0
"""Boeing is developing the helicopter"" entails ""Boeing has designed the helicopter""",0
"""Boeing is developing the helicopter"" entails ""Boeing had designed the helicopter""",0
"""Boeing is developing the helicopter"" entails ""Boeing will design the helicopter""",1
"""Boeing is developing the helicopter"" entails ""Boeing designs the helicopter""",1
"""Boeing is developing the helicopter"" entails ""Boeing designed the helicopter""",0
"""Boeing was developing the helicopter"" entails ""Boeing is designing the helicopter""",0
"""Boeing was developing the helicopter"" entails ""Boeing was designing the helicopter""",1
"""Boeing was developing the helicopter"" entails ""Boeing has designed the helicopter""",0
"""Boeing was developing the helicopter"" entails ""Boeing had designed the helicopter""",0
"""Boeing was developing the helicopter"" entails ""Boeing will design the helicopter""",0
"""Boeing was developing the helicopter"" entails ""Boeing designs the helicopter""",0
"""Boeing was developing the helicopter"" entails ""Boeing designed the helicopter""",0
"""Boeing has developed the helicopter"" entails ""Boeing is designing the helicopter""",0
"""Boeing has developed the helicopter"" entails ""Boeing was designing the helicopter""",1
"""Boeing has developed the helicopter"" entails ""Boeing has designed the helicopter""",1
"""Boeing has developed the helicopter"" entails ""Boeing had designed the helicopter""",1
"""Boeing has developed the helicopter"" entails ""Boeing will design the helicopter""",0
"""Boeing has developed the helicopter"" entails ""Boeing designs the helicopter""",0
"""Boeing has developed the helicopter"" entails ""Boeing designed the helicopter""",1
"""Boeing had developed the helicopter"" entails ""Boeing is designing the helicopter""",0
"""Boeing had developed the helicopter"" entails ""Boeing was designing the helicopter""",1
"""Boeing had developed the helicopter"" entails ""Boeing has designed the helicopter""",0
"""Boeing had developed the helicopter"" entails ""Boeing had designed the helicopter""",1
"""Boeing had developed the helicopter"" entails ""Boeing will design the helicopter""",0
"""Boeing had developed the helicopter"" entails ""Boeing designs the helicopter""",0
"""Boeing had developed the helicopter"" entails ""Boeing designed the helicopter""",1
"""Boeing will develop the helicopter"" entails ""Boeing is designing the helicopter""",0
"""Boeing will develop the helicopter"" entails ""Boeing was designing the helicopter""",0
"""Boeing will develop the helicopter"" entails ""Boeing has designed the helicopter""",0
"""Boeing will develop the helicopter"" entails ""Boeing had designed the helicopter""",0
"""Boeing will develop the helicopter"" entails ""Boeing will design the helicopter""",1
"""Boeing will develop the helicopter"" entails ""Boeing designs the helicopter""",0
"""Boeing will develop the helicopter"" entails ""Boeing designed the helicopter""",0
"""Boeing develops the helicopter"" entails ""Boeing is designing the helicopter""",0
"""Boeing develops the helicopter"" entails ""Boeing was designing the helicopter""",0
"""Boeing develops the helicopter"" entails ""Boeing has designed the helicopter""",0
"""Boeing develops the helicopter"" entails ""Boeing had designed the helicopter""",0
"""Boeing develops the helicopter"" entails ""Boeing will design the helicopter""",0
"""Boeing develops the helicopter"" entails ""Boeing designs the helicopter""",1
"""Boeing develops the helicopter"" entails ""Boeing designed the helicopter""",0
"""Boeing developed the helicopter"" entails ""Boeing is designing the helicopter""",0
"""Boeing developed the helicopter"" entails ""Boeing was designing the helicopter""",1
"""Boeing developed the helicopter"" entails ""Boeing has designed the helicopter""",0
"""Boeing developed the helicopter"" entails ""Boeing had designed the helicopter""",1
"""Boeing developed the helicopter"" entails ""Boeing will design the helicopter""",0
"""Boeing developed the helicopter"" entails ""Boeing designs the helicopter""",0
"""Boeing developed the helicopter"" entails ""Boeing designed the helicopter""",1
"""Boeing is designing the helicopter"" entails ""Boeing is developing the helicopter""",1
"""Boeing is designing the helicopter"" entails ""Boeing was developing the helicopter""",0
"""Boeing is designing the helicopter"" entails ""Boeing has developed the helicopter""",0
"""Boeing is designing the helicopter"" entails ""Boeing had developed the helicopter""",0
"""Boeing is designing the helicopter"" entails ""Boeing will develop the helicopter""",0
"""Boeing is designing the helicopter"" entails ""Boeing develops the helicopter""",1
"""Boeing is designing the helicopter"" entails ""Boeing developed the helicopter""",0
"""Boeing was designing the helicopter"" entails ""Boeing is developing the helicopter""",0
"""Boeing was designing the helicopter"" entails ""Boeing was developing the helicopter""",1
"""Boeing was designing the helicopter"" entails ""Boeing has developed the helicopter""",1
"""Boeing was designing the helicopter"" entails ""Boeing had developed the helicopter""",1
"""Boeing was designing the helicopter"" entails ""Boeing will develop the helicopter""",0
"""Boeing was designing the helicopter"" entails ""Boeing develops the helicopter""",0
"""Boeing was designing the helicopter"" entails ""Boeing developed the helicopter""",1
"""Boeing has designed the helicopter"" entails ""Boeing is developing the helicopter""",1
"""Boeing has designed the helicopter"" entails ""Boeing was developing the helicopter""",0
"""Boeing has designed the helicopter"" entails ""Boeing has developed the helicopter""",0
"""Boeing has designed the helicopter"" entails ""Boeing had developed the helicopter""",0
"""Boeing has designed the helicopter"" entails ""Boeing will develop the helicopter""",1
"""Boeing has designed the helicopter"" entails ""Boeing develops the helicopter""",1
"""Boeing has designed the helicopter"" entails ""Boeing developed the helicopter""",0
"""Boeing had designed the helicopter"" entails ""Boeing is developing the helicopter""",0
"""Boeing had designed the helicopter"" entails ""Boeing was developing the helicopter""",1
"""Boeing had designed the helicopter"" entails ""Boeing has developed the helicopter""",0
"""Boeing had designed the helicopter"" entails ""Boeing had developed the helicopter""",1
"""Boeing had designed the helicopter"" entails ""Boeing will develop the helicopter""",0
"""Boeing had designed the helicopter"" entails ""Boeing develops the helicopter""",0
"""Boeing had designed the helicopter"" entails ""Boeing developed the helicopter""",1
"""Boeing will design the helicopter"" entails ""Boeing is developing the helicopter""",0
"""Boeing will design the helicopter"" entails ""Boeing was developing the helicopter""",0
"""Boeing will design the helicopter"" entails ""Boeing has developed the helicopter""",0
"""Boeing will design the helicopter"" entails ""Boeing had developed the helicopter""",0
"""Boeing will design the helicopter"" entails ""Boeing will develop the helicopter""",1
"""Boeing will design the helicopter"" entails ""Boeing develops the helicopter""",0
"""Boeing will design the helicopter"" entails ""Boeing developed the helicopter""",0
"""Boeing designs the helicopter"" entails ""Boeing is developing the helicopter""",1
"""Boeing designs the helicopter"" entails ""Boeing was developing the helicopter""",0
"""Boeing designs the helicopter"" entails ""Boeing has developed the helicopter""",0
"""Boeing designs the helicopter"" entails ""Boeing had developed the helicopter""",0
"""Boeing designs the helicopter"" entails ""Boeing will develop the helicopter""",0
"""Boeing designs the helicopter"" entails ""Boeing develops the helicopter""",1
"""Boeing designs the helicopter"" entails ""Boeing developed the helicopter""",0
"""Boeing designed the helicopter"" entails ""Boeing is developing the helicopter""",0
"""Boeing designed the helicopter"" entails ""Boeing was developing the helicopter""",1
"""Boeing designed the helicopter"" entails ""Boeing has developed the helicopter""",0
"""Boeing designed the helicopter"" entails ""Boeing had developed the helicopter""",1
"""Boeing designed the helicopter"" entails ""Boeing will develop the helicopter""",0
"""Boeing designed the helicopter"" entails ""Boeing develops the helicopter""",0
"""Boeing designed the helicopter"" entails ""Boeing developed the helicopter""",1
"""Anne is inventing the machine"" entails ""Anne is developing the machine""",1
"""Anne is inventing the machine"" entails ""Anne was developing the machine""",0
"""Anne is inventing the machine"" entails ""Anne has developed the machine""",0
"""Anne is inventing the machine"" entails ""Anne had developed the machine""",0
"""Anne is inventing the machine"" entails ""Anne will develop the machine""",0
"""Anne is inventing the machine"" entails ""Anne develops the machine""",1
"""Anne is inventing the machine"" entails ""Anne developed the machine""",0
"""Anne was inventing the machine"" entails ""Anne is developing the machine""",0
"""Anne was inventing the machine"" entails ""Anne was developing the machine""",1
"""Anne was inventing the machine"" entails ""Anne has developed the machine""",0
"""Anne was inventing the machine"" entails ""Anne had developed the machine""",0
"""Anne was inventing the machine"" entails ""Anne will develop the machine""",0
"""Anne was inventing the machine"" entails ""Anne develops the machine""",0
"""Anne was inventing the machine"" entails ""Anne developed the machine""",0
"""Anne has invented the machine"" entails ""Anne is developing the machine""",0
"""Anne has invented the machine"" entails ""Anne was developing the machine""",1
"""Anne has invented the machine"" entails ""Anne has developed the machine""",1
"""Anne has invented the machine"" entails ""Anne had developed the machine""",0
"""Anne has invented the machine"" entails ""Anne will develop the machine""",0
"""Anne has invented the machine"" entails ""Anne develops the machine""",0
"""Anne has invented the machine"" entails ""Anne developed the machine""",1
"""Anne had invented the machine"" entails ""Anne is developing the machine""",0
"""Anne had invented the machine"" entails ""Anne was developing the machine""",1
"""Anne had invented the machine"" entails ""Anne has developed the machine""",0
"""Anne had invented the machine"" entails ""Anne had developed the machine""",1
"""Anne had invented the machine"" entails ""Anne will develop the machine""",0
"""Anne had invented the machine"" entails ""Anne develops the machine""",0
"""Anne had invented the machine"" entails ""Anne developed the machine""",1
"""Anne will invent the machine"" entails ""Anne is developing the machine""",0
"""Anne will invent the machine"" entails ""Anne was developing the machine""",0
"""Anne will invent the machine"" entails ""Anne has developed the machine""",0
"""Anne will invent the machine"" entails ""Anne had developed the machine""",0
"""Anne will invent the machine"" entails ""Anne will develop the machine""",1
"""Anne will invent the machine"" entails ""Anne develops the machine""",0
"""Anne will invent the machine"" entails ""Anne developed the machine""",0
"""Anne invents the machine"" entails ""Anne is developing the machine""",0
"""Anne invents the machine"" entails ""Anne was developing the machine""",1
"""Anne invents the machine"" entails ""Anne has developed the machine""",1
"""Anne invents the machine"" entails ""Anne had developed the machine""",0
"""Anne invents the machine"" entails ""Anne will develop the machine""",0
"""Anne invents the machine"" entails ""Anne develops the machine""",1
"""Anne invents the machine"" entails ""Anne developed the machine""",1
"""Anne invented the machine"" entails ""Anne is developing the machine""",0
"""Anne invented the machine"" entails ""Anne was developing the machine""",1
"""Anne invented the machine"" entails ""Anne has developed the machine""",0
"""Anne invented the machine"" entails ""Anne had developed the machine""",1
"""Anne invented the machine"" entails ""Anne will develop the machine""",0
"""Anne invented the machine"" entails ""Anne develops the machine""",0
"""Anne invented the machine"" entails ""Anne developed the machine""",1
"""Anne is developing the machine"" entails ""Anne is inventing the machine""",1
"""Anne is developing the machine"" entails ""Anne was inventing the machine""",0
"""Anne is developing the machine"" entails ""Anne has invented the machine""",0
"""Anne is developing the machine"" entails ""Anne had invented the machine""",0
"""Anne is developing the machine"" entails ""Anne will invent the machine""",0
"""Anne is developing the machine"" entails ""Anne invents the machine""",1
"""Anne is developing the machine"" entails ""Anne invented the machine""",0
"""Anne was developing the machine"" entails ""Anne is inventing the machine""",0
"""Anne was developing the machine"" entails ""Anne was inventing the machine""",1
"""Anne was developing the machine"" entails ""Anne has invented the machine""",0
"""Anne was developing the machine"" entails ""Anne had invented the machine""",0
"""Anne was developing the machine"" entails ""Anne will invent the machine""",0
"""Anne was developing the machine"" entails ""Anne invents the machine""",0
"""Anne was developing the machine"" entails ""Anne invented the machine""",0
"""Anne has developed the machine"" entails ""Anne is inventing the machine""",0
"""Anne has developed the machine"" entails ""Anne was inventing the machine""",1
"""Anne has developed the machine"" entails ""Anne has invented the machine""",1
"""Anne has developed the machine"" entails ""Anne had invented the machine""",0
"""Anne has developed the machine"" entails ""Anne will invent the machine""",0
"""Anne has developed the machine"" entails ""Anne invents the machine""",0
"""Anne has developed the machine"" entails ""Anne invented the machine""",1
"""Anne had developed the machine"" entails ""Anne is inventing the machine""",0
"""Anne had developed the machine"" entails ""Anne was inventing the machine""",1
"""Anne had developed the machine"" entails ""Anne has invented the machine""",0
"""Anne had developed the machine"" entails ""Anne had invented the machine""",1
"""Anne had developed the machine"" entails ""Anne will invent the machine""",0
"""Anne had developed the machine"" entails ""Anne invents the machine""",0
"""Anne had developed the machine"" entails ""Anne invented the machine""",1
"""Anne will develop the machine"" entails ""Anne is inventing the machine""",0
"""Anne will develop the machine"" entails ""Anne was inventing the machine""",0
"""Anne will develop the machine"" entails ""Anne has invented the machine""",0
"""Anne will develop the machine"" entails ""Anne had invented the machine""",0
"""Anne will develop the machine"" entails ""Anne will invent the machine""",1
"""Anne will develop the machine"" entails ""Anne invents the machine""",0
"""Anne will develop the machine"" entails ""Anne invented the machine""",0
"""Anne develops the machine"" entails ""Anne is inventing the machine""",1
"""Anne develops the machine"" entails ""Anne was inventing the machine""",0
"""Anne develops the machine"" entails ""Anne has invented the machine""",0
"""Anne develops the machine"" entails ""Anne had invented the machine""",0
"""Anne develops the machine"" entails ""Anne will invent the machine""",0
"""Anne develops the machine"" entails ""Anne invents the machine""",1
"""Anne develops the machine"" entails ""Anne invented the machine""",0
"""Anne developed the machine"" entails ""Anne is inventing the machine""",0
"""Anne developed the machine"" entails ""Anne was inventing the machine""",1
"""Anne developed the machine"" entails ""Anne has invented the machine""",0
"""Anne developed the machine"" entails ""Anne had invented the machine""",1
"""Anne developed the machine"" entails ""Anne will invent the machine""",0
"""Anne developed the machine"" entails ""Anne invents the machine""",0
"""Anne developed the machine"" entails ""Anne invented the machine""",1
"""Jack will take the apple"" entails ""Jack is buying the apple""",0
"""Jack will take the apple"" entails ""Jack was buying the apple""",0
"""Jack will take the apple"" entails ""Jack has bought the apple""",0
"""Jack will take the apple"" entails ""Jack had bought the apple""",0
"""Jack will take the apple"" entails ""Jack will buy the apple""",0
"""Jack will take the apple"" entails ""Jack buys the apple""",0
"""Jack will take the apple"" entails ""Jack bought the apple""",0
"""Jack takes the apple"" entails ""Jack is buying the apple""",0
"""Jack takes the apple"" entails ""Jack was buying the apple""",0
"""Jack takes the apple"" entails ""Jack has bought the apple""",0
"""Jack takes the apple"" entails ""Jack had bought the apple""",0
"""Jack takes the apple"" entails ""Jack will buy the apple""",0
"""Jack takes the apple"" entails ""Jack buys the apple""",0
"""Jack takes the apple"" entails ""Jack bought the apple""",0
"""Jack took the apple"" entails ""Jack is buying the apple""",0
"""Jack took the apple"" entails ""Jack was buying the apple""",0
"""Jack took the apple"" entails ""Jack has bought the apple""",0
"""Jack took the apple"" entails ""Jack had bought the apple""",0
"""Jack took the apple"" entails ""Jack will buy the apple""",0
"""Jack took the apple"" entails ""Jack buys the apple""",0
"""Jack took the apple"" entails ""Jack bought the apple""",0
"""Jack is buying the apple"" entails ""Jack will take the apple""",1
"""Jack is buying the apple"" entails ""Jack takes the apple""",0
"""Jack is buying the apple"" entails ""Jack took the apple""",0
"""Jack was buying the apple"" entails ""Jack will take the apple""",0
"""Jack was buying the apple"" entails ""Jack takes the apple""",0
"""Jack was buying the apple"" entails ""Jack took the apple""",1
"""Jack has bought the apple"" entails ""Jack will take the apple""",0
"""Jack has bought the apple"" entails ""Jack takes the apple""",0
"""Jack has bought the apple"" entails ""Jack took the apple""",1
"""Jack had bought the apple"" entails ""Jack will take the apple""",0
"""Jack had bought the apple"" entails ""Jack takes the apple""",0
"""Jack had bought the apple"" entails ""Jack took the apple""",1
"""Jack will buy the apple"" entails ""Jack will take the apple""",1
"""Jack will buy the apple"" entails ""Jack takes the apple""",0
"""Jack will buy the apple"" entails ""Jack took the apple""",0
"""Jack buys the apple"" entails ""Jack will take the apple""",0
"""Jack buys the apple"" entails ""Jack takes the apple""",1
"""Jack buys the apple"" entails ""Jack took the apple""",0
"""Jack bought the apple"" entails ""Jack will take the apple""",0
"""Jack bought the apple"" entails ""Jack takes the apple""",0
"""Jack bought the apple"" entails ""Jack took the apple""",1
"""John is visiting London"" entails ""John is arriving in London""",0
"""John is visiting London"" entails ""John was arriving in London""",1
"""John is visiting London"" entails ""John has arrived in London""",1
"""John is visiting London"" entails ""John had arrived in London""",1
"""John is visiting London"" entails ""John will arrive in London""",0
"""John is visiting London"" entails ""John arrives in London""",0
"""John is visiting London"" entails ""John arrived in London""",1
"""John was visiting London"" entails ""John is arriving in London""",0
"""John was visiting London"" entails ""John was arriving in London""",1
"""John was visiting London"" entails ""John has arrived in London""",0
"""John was visiting London"" entails ""John had arrived in London""",1
"""John was visiting London"" entails ""John will arrive in London""",0
"""John was visiting London"" entails ""John arrives in London""",0
"""John was visiting London"" entails ""John arrived in London""",1
"""John has visited London"" entails ""John is arriving in London""",0
"""John has visited London"" entails ""John was arriving in London""",1
"""John has visited London"" entails ""John has arrived in London""",0
"""John has visited London"" entails ""John had arrived in London""",1
"""John has visited London"" entails ""John will arrive in London""",0
"""John has visited London"" entails ""John arrives in London""",0
"""John has visited London"" entails ""John arrived in London""",1
"""John had visited London"" entails ""John is arriving in London""",0
"""John had visited London"" entails ""John was arriving in London""",1
"""John had visited London"" entails ""John has arrived in London""",0
"""John had visited London"" entails ""John had arrived in London""",1
"""John had visited London"" entails ""John will arrive in London""",0
"""John had visited London"" entails ""John arrives in London""",0
"""John had visited London"" entails ""John arrived in London""",1
"""John will visit London"" entails ""John is arriving in London""",0
"""John will visit London"" entails ""John was arriving in London""",0
"""John will visit London"" entails ""John has arrived in London""",0
"""John will visit London"" entails ""John had arrived in London""",0
"""John will visit London"" entails ""John will arrive in London""",1
"""John will visit London"" entails ""John arrives in London""",0
"""John will visit London"" entails ""John arrived in London""",0
"""John visits London"" entails ""John is arriving in London""",0
"""John visits London"" entails ""John was arriving in London""",1
"""John visits London"" entails ""John has arrived in London""",0
"""John visits London"" entails ""John had arrived in London""",0
"""John visits London"" entails ""John will arrive in London""",0
"""John visits London"" entails ""John arrives in London""",1
"""John visits London"" entails ""John arrived in London""",0
"""John visited London"" entails ""John is arriving in London""",0
"""John visited London"" entails ""John was arriving in London""",1
"""John visited London"" entails ""John has arrived in London""",0
"""John visited London"" entails ""John had arrived in London""",1
"""John visited London"" entails ""John will arrive in London""",0
"""John visited London"" entails ""John arrives in London""",0
"""John visited London"" entails ""John arrived in London""",1
"""John is arriving in London"" entails ""John is visiting London""",0
"""John is arriving in London"" entails ""John was visiting London""",0
"""John is arriving in London"" entails ""John has visited London""",0
"""John is arriving in London"" entails ""John had visited London""",0
"""John is arriving in London"" entails ""John will visit London""",0
"""John is arriving in London"" entails ""John visits London""",0
"""John is arriving in London"" entails ""John visited London""",0
"""John was arriving in London"" entails ""John is visiting London""",0
"""John was arriving in London"" entails ""John was visiting London""",0
"""John was arriving in London"" entails ""John has visited London""",0
"""John was arriving in London"" entails ""John had visited London""",0
"""John was arriving in London"" entails ""John will visit London""",0
"""John was arriving in London"" entails ""John visits London""",0
"""John was arriving in London"" entails ""John visited London""",0
"""John has arrived in London"" entails ""John is visiting London""",0
"""John has arrived in London"" entails ""John was visiting London""",0
"""John has arrived in London"" entails ""John has visited London""",0
"""John has arrived in London"" entails ""John had visited London""",0
"""John has arrived in London"" entails ""John will visit London""",0
"""John has arrived in London"" entails ""John visits London""",0
"""John has arrived in London"" entails ""John visited London""",0
"""John had arrived in London"" entails ""John is visiting London""",0
"""John had arrived in London"" entails ""John was visiting London""",0
"""John had arrived in London"" entails ""John has visited London""",0
"""John had arrived in London"" entails ""John had visited London""",0
"""John had arrived in London"" entails ""John will visit London""",0
"""John had arrived in London"" entails ""John visits London""",0
"""John had arrived in London"" entails ""John visited London""",0
"""John will arrive in London"" entails ""John is visiting London""",0
"""John will arrive in London"" entails ""John was visiting London""",0
"""John will arrive in London"" entails ""John has visited London""",0
"""John will arrive in London"" entails ""John had visited London""",0
"""John will arrive in London"" entails ""John will visit London""",0
"""John will arrive in London"" entails ""John visits London""",0
"""John will arrive in London"" entails ""John visited London""",0
"""John arrives in London"" entails ""John is visiting London""",0
"""John arrives in London"" entails ""John was visiting London""",0
"""John arrives in London"" entails ""John has visited London""",0
"""John arrives in London"" entails ""John had visited London""",0
"""John arrives in London"" entails ""John will visit London""",0
"""John arrives in London"" entails ""John visits London""",0
"""John arrives in London"" entails ""John visited London""",0
"""John arrived in London"" entails ""John is visiting London""",0
"""John arrived in London"" entails ""John was visiting London""",0
"""John arrived in London"" entails ""John has visited London""",0
"""John arrived in London"" entails ""John had visited London""",0
"""John arrived in London"" entails ""John will visit London""",0
"""John arrived in London"" entails ""John visits London""",0
"""John arrived in London"" entails ""John visited London""",0
"""Phil is marrying Jane"" entails ""Phil is divorcing Jane""",0
"""Phil is marrying Jane"" entails ""Phil was divorcing Jane""",0
"""Phil is marrying Jane"" entails ""Phil has divorced Jane""",0
"""Phil is marrying Jane"" entails ""Phil had divorced Jane""",0
"""Phil is marrying Jane"" entails ""Phil will divorce Jane""",0
"""Phil is marrying Jane"" entails ""Phil divorces Jane""",0
"""Phil is marrying Jane"" entails ""Phil divorced Jane""",0
"""Phil was marrying Jane"" entails ""Phil is divorcing Jane""",0
"""Phil was marrying Jane"" entails ""Phil was divorcing Jane""",0
"""Phil was marrying Jane"" entails ""Phil has divorced Jane""",0
"""Phil was marrying Jane"" entails ""Phil had divorced Jane""",0
"""Phil was marrying Jane"" entails ""Phil will divorce Jane""",0
"""Phil was marrying Jane"" entails ""Phil divorces Jane""",0
"""Phil was marrying Jane"" entails ""Phil divorced Jane""",0
"""Phil has married Jane"" entails ""Phil is divorcing Jane""",0
"""Phil has married Jane"" entails ""Phil was divorcing Jane""",0
"""Phil has married Jane"" entails ""Phil has divorced Jane""",0
"""Phil has married Jane"" entails ""Phil had divorced Jane""",0
"""Phil has married Jane"" entails ""Phil will divorce Jane""",0
"""Phil has married Jane"" entails ""Phil divorces Jane""",0
"""Phil has married Jane"" entails ""Phil divorced Jane""",0
"""Phil had married Jane"" entails ""Phil is divorcing Jane""",0
"""Phil had married Jane"" entails ""Phil was divorcing Jane""",0
"""Phil had married Jane"" entails ""Phil has divorced Jane""",0
"""Phil had married Jane"" entails ""Phil had divorced Jane""",0
"""Phil had married Jane"" entails ""Phil will divorce Jane""",0
"""Phil had married Jane"" entails ""Phil divorces Jane""",0
"""Phil had married Jane"" entails ""Phil divorced Jane""",0
"""Phil will marry Jane"" entails ""Phil is divorcing Jane""",0
"""Phil will marry Jane"" entails ""Phil was divorcing Jane""",0
"""Phil will marry Jane"" entails ""Phil has divorced Jane""",0
"""Phil will marry Jane"" entails ""Phil had divorced Jane""",0
"""Phil will marry Jane"" entails ""Phil will divorce Jane""",0
"""Phil will marry Jane"" entails ""Phil divorces Jane""",0
"""Phil will marry Jane"" entails ""Phil divorced Jane""",0
"""Phil marries Jane"" entails ""Phil is divorcing Jane""",0
"""Phil marries Jane"" entails ""Phil was divorcing Jane""",0
"""Phil marries Jane"" entails ""Phil has divorced Jane""",0
"""Phil marries Jane"" entails ""Phil had divorced Jane""",0
"""Phil marries Jane"" entails ""Phil will divorce Jane""",0
"""Phil marries Jane"" entails ""Phil divorces Jane""",0
"""Phil marries Jane"" entails ""Phil divorced Jane""",0
"""Phil married Jane"" entails ""Phil is divorcing Jane""",0
"""Phil married Jane"" entails ""Phil was divorcing Jane""",0
"""Phil married Jane"" entails ""Phil has divorced Jane""",0
"""Phil married Jane"" entails ""Phil had divorced Jane""",0
"""Phil married Jane"" entails ""Phil will divorce Jane""",0
"""Phil married Jane"" entails ""Phil divorces Jane""",0
"""Phil married Jane"" entails ""Phil divorced Jane""",0
"""Phil is divorcing Jane"" entails ""Phil is marrying Jane""",0
"""Phil is divorcing Jane"" entails ""Phil was marrying Jane""",1
"""Phil is divorcing Jane"" entails ""Phil has married Jane""",0
"""Phil is divorcing Jane"" entails ""Phil had married Jane""",1
"""Phil is divorcing Jane"" entails ""Phil will marry Jane""",0
"""Phil is divorcing Jane"" entails ""Phil marries Jane""",0
"""Phil is divorcing Jane"" entails ""Phil married Jane""",1
"""Phil was divorcing Jane"" entails ""Phil is marrying Jane""",0
"""Phil was divorcing Jane"" entails ""Phil was marrying Jane""",1
"""Phil was divorcing Jane"" entails ""Phil has married Jane""",0
"""Phil was divorcing Jane"" entails ""Phil had married Jane""",1
"""Phil was divorcing Jane"" entails ""Phil will marry Jane""",0
"""Phil was divorcing Jane"" entails ""Phil marries Jane""",0
"""Phil was divorcing Jane"" entails ""Phil married Jane""",1
"""Phil has divorced Jane"" entails ""Phil is marrying Jane""",0
"""Phil has divorced Jane"" entails ""Phil was marrying Jane""",1
"""Phil has divorced Jane"" entails ""Phil has married Jane""",0
"""Phil has divorced Jane"" entails ""Phil had married Jane""",1
"""Phil has divorced Jane"" entails ""Phil will marry Jane""",0
"""Phil has divorced Jane"" entails ""Phil marries Jane""",0
