ID	EID	Completed	Modal_Verb	Original_Sentence	Marked_Sentence_English	Marked_Sentence_Japanese	Source_Modal	Annotation_Notes	Tested_Modal	Transformation_Strategy	Transformation_Category	Palmer_Annotations	Quirk_Annotations	Palmer_Expected	Quirk_Expected	Grammaticality_Expected
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_must	cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6	0	must	Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.	Not yet! We *must* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.		might	Modal substitution: 'might' → 'must'. Strategy: possibility_to_necessity. Please verify grammaticality and classify modal categories.	must	possibility_to_necessity	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""possibility"", ""possibility"", ""possibility""]"	unknown	unknown	yes
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_shall	cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6	0	shall	Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.	Not yet! We *shall* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.		might	Modal substitution: 'might' → 'shall'. Strategy: possibility_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	possibility_to_obligation_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""possibility"", ""possibility"", ""possibility""]"	unknown	unknown	yes
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_should	cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6	0	should	Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.	Not yet! We *should* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.		might	Modal substitution: 'might' → 'should'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.	should	possibility_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""possibility"", ""possibility"", ""possibility""]"	unknown	unknown	yes
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_will	cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6	0	will	Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.	Not yet! We *will* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.		might	Modal substitution: 'might' → 'will'. Strategy: possibility_to_prediction. Please verify grammaticality and classify modal categories.	will	possibility_to_prediction	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""possibility"", ""possibility"", ""possibility""]"	unknown	unknown	yes
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_would	cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6	0	would	Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.	Not yet! We *would* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.		might	Modal substitution: 'might' → 'would'. Strategy: possibility_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	possibility_to_conditional_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""possibility"", ""possibility"", ""possibility""]"	unknown	unknown	yes
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_ought_to	cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6	0	ought to	Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.	Not yet! We *ought to* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.		might	Modal substitution: 'might' → 'ought to'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.	ought to	possibility_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""possibility"", ""possibility"", ""possibility""]"	unknown	unknown	yes
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	1	none	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You were beaming.		must	replace: 'must have been' -> 'were'	none	none	original	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	epistemic	necessity	yes
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_orig	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	1	must	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You *must* have been beaming.		must	Original sentence from dataset. Modal: 'must'. Verified and complete.	must	original	original	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	epistemic	necessity	yes
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_can	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	0	can	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You *can* have been beaming.		must	Modal substitution: 'must' → 'can'. Strategy: necessity_to_ability_substitution. Please verify grammaticality and classify modal categories.	can	necessity_to_ability_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_could	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	0	could	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You *could* have been beaming.		must	Modal substitution: 'must' → 'could'. Strategy: necessity_to_ability_substitution. Please verify grammaticality and classify modal categories.	could	necessity_to_ability_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_may	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	0	may	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You *may* have been beaming.		must	Modal substitution: 'must' → 'may'. Strategy: necessity_to_permission. Please verify grammaticality and classify modal categories.	may	necessity_to_permission	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_might	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	0	might	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You *might* have been beaming.		must	Modal substitution: 'must' → 'might'. Strategy: necessity_to_possibility. Please verify grammaticality and classify modal categories.	might	necessity_to_possibility	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	partial
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_shall	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	0	shall	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You *shall* have been beaming.		must	Modal substitution: 'must' → 'shall'. Strategy: necessity_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	necessity_to_obligation_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_should	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	0	should	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You *should* have been beaming.		must	Modal substitution: 'must' → 'should'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.	should	necessity_to_advice	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_will	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	0	will	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You *will* have been beaming.		must	Modal substitution: 'must' → 'will'. Strategy: necessity_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	necessity_to_prediction_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_would	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	0	would	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You *would* have been beaming.		must	Modal substitution: 'must' → 'would'. Strategy: necessity_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	necessity_to_conditional_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_ought_to	436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26	0	ought to	That is a pretty tough word. I am happy your son did so great. You must have been beaming.	That is a pretty tough word. I am happy your son did so great. You *ought to* have been beaming.		must	Modal substitution: 'must' → 'ought to'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.	ought to	necessity_to_advice	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	1	none	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you see the city lights moving, like it is the lifeblood of a living thing.		can	remove: 'can'	none	none	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	dynamic	ability	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_orig	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	1	can	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you *can* see the city lights moving, like it is the lifeblood of a living thing.		can	Original sentence from dataset. Modal: 'can'. Verified and complete.	can	original	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	dynamic	ability	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_could	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	0	could	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you *could* see the city lights moving, like it is the lifeblood of a living thing.		can	Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.	could	ability_weakening	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_may	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	0	may	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you *may* see the city lights moving, like it is the lifeblood of a living thing.		can	Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.	may	ability_to_permission	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_might	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	0	might	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you *might* see the city lights moving, like it is the lifeblood of a living thing.		can	Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.	might	ability_to_possibility	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_must	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	0	must	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you *must* see the city lights moving, like it is the lifeblood of a living thing.		can	Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.	must	ability_to_necessity_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_shall	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	0	shall	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you *shall* see the city lights moving, like it is the lifeblood of a living thing.		can	Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	ability_to_obligation_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_should	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	0	should	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you *should* see the city lights moving, like it is the lifeblood of a living thing.		can	Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.	should	ability_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_will	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	0	will	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you *will* see the city lights moving, like it is the lifeblood of a living thing.		can	Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	ability_to_prediction_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_would	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	0	would	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you *would* see the city lights moving, like it is the lifeblood of a living thing.		can	Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	ability_to_conditional_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_ought_to	d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09	0	ought to	I prefer night flying as well. I love how you can see the city lights moving, like it is the lifeblood of a living thing.	I prefer night flying as well. I love how you *ought to* see the city lights moving, like it is the lifeblood of a living thing.		can	Modal substitution: 'can' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.	ought to	ability_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	1	none	That is good. Hopefully he can pay you back.	That is good. He paid you back.		can	replace: 'Hopefully he can pay' -> 'He paid'	none	none	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	dynamic	ability	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_orig	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	1	can	That is good. Hopefully he can pay you back.	That is good. Hopefully he *can* pay you back.		can	Original sentence from dataset. Modal: 'can'. Verified and complete.	can	original	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	dynamic	ability	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_could	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	0	could	That is good. Hopefully he can pay you back.	That is good. Hopefully he *could* pay you back.		can	Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.	could	ability_weakening	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_may	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	0	may	That is good. Hopefully he can pay you back.	That is good. Hopefully he *may* pay you back.		can	Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.	may	ability_to_permission	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_might	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	0	might	That is good. Hopefully he can pay you back.	That is good. Hopefully he *might* pay you back.		can	Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.	might	ability_to_possibility	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_must	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	0	must	That is good. Hopefully he can pay you back.	That is good. Hopefully he *must* pay you back.		can	Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.	must	ability_to_necessity_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_shall	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	0	shall	That is good. Hopefully he can pay you back.	That is good. Hopefully he *shall* pay you back.		can	Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	ability_to_obligation_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_should	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	0	should	That is good. Hopefully he can pay you back.	That is good. Hopefully he *should* pay you back.		can	Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.	should	ability_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_will	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	0	will	That is good. Hopefully he can pay you back.	That is good. Hopefully he *will* pay you back.		can	Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	ability_to_prediction_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_would	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	0	would	That is good. Hopefully he can pay you back.	That is good. Hopefully he *would* pay you back.		can	Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	ability_to_conditional_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_ought_to	5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5	0	ought to	That is good. Hopefully he can pay you back.	That is good. Hopefully he *ought to* pay you back.		can	Modal substitution: 'can' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.	ought to	ability_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	1	none	Most of my co- workers are incompetent and can not recognize basic patterns	Most of my co-workers are incompetent and do not recognize basic patterns		can	replace: 'co- workers' -> 'co-workers'; replace: 'can' -> 'do'	none	none	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	dynamic	ability	yes
75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32_orig	75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	1	can	Most of my co- workers are incompetent and can not recognize basic patterns	Most of my co- workers are incompetent and *can* not recognize basic patterns		can	Original sentence from dataset. Modal: 'can'. Verified and complete.	can	original	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	dynamic	ability	yes
75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32_alt_could	75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	0	could	Most of my co- workers are incompetent and can not recognize basic patterns	Most of my co- workers are incompetent and *could* not recognize basic patterns		can	Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.	could	ability_weakening	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32_alt_may	75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	0	may	Most of my co- workers are incompetent and can not recognize basic patterns	Most of my co- workers are incompetent and *may* not recognize basic patterns		can	Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.	may	ability_to_permission	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32_alt_might	75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	0	might	Most of my co- workers are incompetent and can not recognize basic patterns	Most of my co- workers are incompetent and *might* not recognize basic patterns		can	Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.	might	ability_to_possibility	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32_alt_must	75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	0	must	Most of my co- workers are incompetent and can not recognize basic patterns	Most of my co- workers are incompetent and *must* not recognize basic patterns		can	Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.	must	ability_to_necessity_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32_alt_shall	75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	0	shall	Most of my co- workers are incompetent and can not recognize basic patterns	Most of my co- workers are incompetent and *shall* not recognize basic patterns		can	Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	ability_to_obligation_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32_alt_should	75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	0	should	Most of my co- workers are incompetent and can not recognize basic patterns	Most of my co- workers are incompetent and *should* not recognize basic patterns		can	Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.	should	ability_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32_alt_will	75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	0	will	Most of my co- workers are incompetent and can not recognize basic patterns	Most of my co- workers are incompetent and *will* not recognize basic patterns		can	Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	ability_to_prediction_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32_alt_would	75aab3884f6e364f86b48aa3133cafbfe61667ea12be6ba1c2c4e7122239be32	0	would	Most of my co- workers are incompetent and can not recognize basic patterns	Most of my co- workers are incompetent and *would* not recognize basic patterns		can	Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	ability_to_conditional_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
